Disaster,Location,District,Year,Month,Day,Rainfall(mm),Flood
Flood,Mahaagara,Kurunegala,2008,10,29,359.0,1
Flood,Pahalagama,Kurunegala,2008,10,29,359.0,1
Flood,Ilippugama,Kurunegala,2008,10,29,359.0,1
Flood,Bingiriya,Kurunegala,2005,10,27,359.0,0
Flood,Polgahawela,Kurunegala,2015,4,23,367.5,0
Flood,Weerambugedara,Kurunegala,2015,4,11,367.5,0
Flood,Mawathagama,Kurunegala,2006,11,22,327.0,0
Flood,Mawathagama,Kurunegala,2006,6,29,156.0,0
Flood,Mawathagama,Kurunegala,2005,2,5,92.0,0
Flood,Mawathagama,Kurunegala,2006,11,14,327.0,0
Flood,Ganewatta,Kurunegala,2006,1,16,62.0,0
Flood,Mahawa,Kurunegala,2015,4,2,367.5,0
Flood,Ammanamulla,Kurunegala,2008,10,29,359.0,1
Flood,Kumbukgahamulla,Kurunegala,2008,10,29,359.0,1
Flood,Pannala,Kurunegala,2015,3,10,207.2,0
Flood,Bunnehepola,Kurunegala,2008,10,29,359.0,1
Flood,Walpitagama,Kurunegala,2008,10,29,359.0,1
Flood,Bibiladeniya,Kurunegala,2008,10,29,359.0,1
Flood,Mallawapitiya,Kurunegala,2015,5,5,159.8,0
Flood,Hettipola,Kurunegala,2008,10,28,359.0,1
Flood,Embawa,Kurunegala,2008,10,29,359.0,1
Flood,Kithalawa,Kurunegala,2008,10,29,359.0,1
Flood,Galahitiyawa,Kurunegala,2008,10,29,359.0,1
Flood,Ilukhena,Kurunegala,2008,10,28,359.0,1
Flood,Paranagama,Kurunegala,2008,10,29,359.0,1
Flood,Pahala Yagamwela,Kurunegala,2008,10,29,359.0,1
Flood,Bingiriya,Kurunegala,2005,11,26,327.0,0
Flood,Hulogedara,Kurunegala,2007,3,22,138.0,1
Flood,Ihala Makandura,Kurunegala,2010,5,17,142.5,1
Flood,Dummalasooriya,Kurunegala,2010,5,17,142.5,1
Flood,Ihala Yagamwela,Kurunegala,2008,10,29,359.0,1
Flood,Polpithigama,Kurunegala,2005,11,15,327.0,0
Flood,Siyambalagasruppa West,Kurunegala,2008,10,29,359.0,1
Flood,Thunthota,Kurunegala,2008,10,29,359.0,1
Flood,Meegahapelessa,Kurunegala,2008,10,29,359.0,1
Flood,Kurunegala,Kurunegala,2015,5,19,159.8,0
Flood,Rideegama,Kurunegala,2015,5,4,159.8,0
Flood,Siyambalagasruppa West,Kurunegala,2010,5,17,142.5,1
Flood,Dangolla,Kurunegala,2010,4,19,332.2,0
Flood,Walpitagama,Kurunegala,2005,11,21,327.0,1
Flood,Ibbagamuwa,Kurunegala,2008,12,14,139.0,0
Flood,Alawwa,Kurunegala,2008,7,12,114.0,0
Flood,Alawwa,Kurunegala,2008,7,5,114.0,0
Flood,Alawwa,Kurunegala,2008,5,25,194.0,0
Flood,Kithulwehera,Kurunegala,2006,6,7,156.0,0
Flood,Alawwa,Kurunegala,2008,3,11,138.0,0
Flood,Alawwa,Kurunegala,2007,11,24,327.0,0
Flood,Udubaddawa,Kurunegala,2008,4,26,262.0,0
Flood,Kuliyapitiya West,Kurunegala,2008,5,26,194.0,0
Flood,Narammala,Kurunegala,2008,10,20,359.0,0
Flood,Narammala,Kurunegala,2007,4,12,262.0,0
Flood,Narammala,Kurunegala,2007,5,1,194.0,0
Flood,Weerambugedara,Kurunegala,2008,5,1,194.0,0
Flood,Weerambugedara,Kurunegala,2008,3,9,138.0,0
Flood,Weerambugedara,Kurunegala,2008,3,2,138.0,0
Flood,Weerambugedara,Kurunegala,2007,12,5,139.0,0
Flood,Weerambugedara,Kurunegala,2007,11,12,327.0,0
Flood,Weerambugedara,Kurunegala,2007,11,9,327.0,0
Flood,Kandulawa,Kurunegala,2006,12,15,139.0,0
Flood,Weerambugedara,Kurunegala,2007,8,13,93.0,0
Flood,Alawwa,Kurunegala,2008,7,10,114.0,0
Flood,Bamunukotuwa,Kurunegala,2008,4,14,262.0,0
Flood,Alawwa,Kurunegala,2006,11,14,327.0,0
Flood,Alawwa,Kurunegala,2006,11,24,327.0,0
Flood,Alawwa,Kurunegala,2006,11,23,327.0,0
Flood,Alawwa,Kurunegala,2006,11,16,327.0,0
Flood,Mallawapitiya,Kurunegala,2005,10,29,359.0,0
Flood,Alawwa,Kurunegala,2006,11,10,327.0,0
Flood,Alawwa,Kurunegala,2006,10,5,359.0,0
Flood,Alawwa,Kurunegala,2006,10,4,359.0,0
Flood,Alawwa,Kurunegala,2006,11,25,327.0,0
Flood,Thammita,Kurunegala,2006,12,7,139.0,0
Flood,Konwewa,Kurunegala,2006,12,26,139.0,1
Flood,Alawwa,Kurunegala,2006,11,7,327.0,0
Flood,Alawwa,Kurunegala,2006,11,14,327.0,0
Flood,Sinhapura,Kurunegala,2006,10,24,359.0,1
Flood,Maravita,Kurunegala,2006,10,22,359.0,1
Flood,Konwewa,Kurunegala,2005,11,21,327.0,1
Flood,Udubaddawa,Kurunegala,2006,4,4,262.0,0
Flood,Pannala,Kurunegala,2007,12,5,139.0,0
Flood,Bingiriya,Kurunegala,2008,11,6,327.0,0
Flood,Bingiriya,Kurunegala,2008,10,9,359.0,0
Flood,Bingiriya,Kurunegala,2008,11,25,327.0,0
Flood,Ibbagamuwa,Kurunegala,2008,5,16,194.0,0
Flood,Ibbagamuwa,Kurunegala,2008,4,25,262.0,0
Flood,Ibbagamuwa,Kurunegala,2008,4,18,262.0,0
Flood,Ibbagamuwa,Kurunegala,2008,9,3,159.0,0
Flood,Ibbagamuwa,Kurunegala,2008,1,25,62.0,0
Flood,Ibbagamuwa,Kurunegala,2007,12,26,139.0,0
Flood,Ibbagamuwa,Kurunegala,2008,1,21,62.0,0
Flood,Ibbagamuwa,Kurunegala,2008,1,14,62.0,0
Flood,Ibbagamuwa,Kurunegala,2007,10,23,359.0,0
Flood,Ibbagamuwa,Kurunegala,2007,10,6,359.0,0
Flood,Ibbagamuwa,Kurunegala,2007,12,30,139.0,0
Flood,Kurunegala,Kurunegala,2008,7,26,114.0,0
Flood,Kurunegala,Kurunegala,2008,3,1,138.0,0
Flood,Kurunegala,Kurunegala,2006,11,12,327.0,0
Flood,Kurunegala,Kurunegala,2007,10,19,359.0,0
Flood,Kurunegala,Kurunegala,2007,9,21,159.0,0
Flood,Ibbagamuwa,Kurunegala,2005,12,27,139.0,0
Flood,Ibbagamuwa,Kurunegala,2008,10,11,359.0,0
Flood,Polgahawela,Kurunegala,2008,7,25,114.0,0
Flood,Polgahawela,Kurunegala,2008,7,10,114.0,0
Flood,Rideegama,Kurunegala,2007,10,25,359.0,0
Flood,Bingiriya,Kurunegala,2008,11,9,327.0,0
Flood,Bingiriya,Kurunegala,2007,11,20,327.0,0
Flood,Nikaweratiya,Kurunegala,2008,6,6,156.0,0
Flood,Kobeigane,Kurunegala,2008,4,3,262.0,0
Flood,Kobeigane,Kurunegala,2007,4,19,262.0,0
Flood,Giribawa,Kurunegala,2007,12,6,139.0,0
Flood,Galgamuwa,Kurunegala,2007,11,13,327.0,0
Flood,Wariyapola,Kurunegala,2008,4,3,262.0,0
Flood,Alawwa,Kurunegala,2006,11,24,327.0,0
Flood,Maspotha,Kurunegala,2008,12,25,139.0,0
Flood,Koduruwawela,Kurunegala,2006,1,27,62.0,0
Flood,Polpithigama,Kurunegala,2008,7,11,114.0,0
Flood,Subhasinghapura,Kurunegala,2006,12,22,139.0,0
Flood,Mawathagama,Kurunegala,2007,11,28,327.0,0
Flood,Mallawapitiya,Kurunegala,2008,6,12,156.0,0
Flood,Mallawapitiya,Kurunegala,2006,10,2,359.0,0
Flood,Rideegama,Kurunegala,2008,1,5,62.0,0
Flood,Rideegama,Kurunegala,2007,12,15,139.0,0
Flood,Ebwalapitiya,Kurunegala,2006,6,21,156.0,0
Flood,Ibbagamuwa,Kurunegala,2006,1,12,62.0,0
Flood,Alawwa,Kurunegala,2006,11,8,327.0,0
Flood,Pannala,Kurunegala,2005,10,28,359.0,0
Flood,Viharagama,Kurunegala,2006,11,4,327.0,0
Flood,Hewenpelessa,Kurunegala,2006,11,27,327.0,0
Flood,Heelogama,Kurunegala,2006,11,8,327.0,0
Flood,Budumuttawa,Kurunegala,2006,11,27,327.0,0
Flood,Kebellewa,Kurunegala,2006,11,16,327.0,0
Flood,Kandegedara,Kurunegala,2006,11,19,327.0,0
Flood,Danduwawa,Kurunegala,2006,11,12,327.0,0
Flood,Millagoda,Kurunegala,2006,11,17,327.0,0
Flood,Nikaweratiya North,Kurunegala,2006,11,28,327.0,0
Flood,Hulugalla,Kurunegala,2006,11,1,327.0,0
Flood,Tharanagolla,Kurunegala,2006,11,10,327.0,0
Flood,Elawaka,Kurunegala,2006,11,25,327.0,0
Flood,Kivulegama,Kurunegala,2006,11,14,327.0,0
Flood,Nabadawewa,Kurunegala,2006,11,2,327.0,0
Flood,Alawwa South,Kurunegala,2006,4,13,262.0,0
Flood,Kumbukwewa,Kurunegala,2006,11,12,327.0,0
Flood,Polpithigama,Kurunegala,2007,11,13,327.0,0
Flood,Pahala Galahitiyagama,Kurunegala,2006,11,25,327.0,0
Flood,Galgamuwa,Kurunegala,2007,11,30,327.0,0
Flood,Alawwa,Kurunegala,2014,12,5,584.1,0
Flood,Ambanpola,Kurunegala,2014,12,9,584.1,0
Flood,Hundirapola,Kurunegala,2010,5,20,142.5,0
Flood,Kandepola,Kurunegala,2010,5,5,142.5,0
Flood,Villiyagama,Kurunegala,2010,5,29,142.5,0
Flood,Medirivila,Kurunegala,2010,5,2,142.5,0
Flood,Panvala Kumbura,Kurunegala,2010,5,30,142.5,0
Flood,Sandalankawa,Kurunegala,2010,5,10,142.5,0
Flood,Mahawa,Kurunegala,2014,9,8,292.8,0
Flood,Maspotha,Kurunegala,2014,9,13,292.8,0
Flood,Polgahawela,Kurunegala,2014,10,10,527.0,0
Flood,Kobeigane,Kurunegala,2014,12,2,584.1,0
Flood,Giribawa,Kurunegala,2014,12,3,584.1,0
Flood,Rasnayakapura,Kurunegala,2014,12,14,584.1,0
Flood,Mahawa,Kurunegala,2014,12,3,584.1,0
Flood,Nikaweratiya,Kurunegala,2014,12,30,584.1,0
Flood,Gapitiyagama,Kurunegala,2006,11,9,327.0,0
Flood,Wariyapola,Kurunegala,2014,12,28,584.1,0
Flood,Karakole,Kurunegala,2006,11,29,327.0,0
Flood,Ganewatta,Kurunegala,2014,12,5,584.1,0
Flood,Kuliyapitiya West,Kurunegala,2010,4,1,332.2,0
Flood,Kuliyapitiya West,Kurunegala,2009,3,8,138.0,0
Flood,Ehetuwewa,Kurunegala,2007,11,16,327.0,0
Flood,Bamunukotuwa,Kurunegala,2006,1,20,62.0,0
Flood,Bamunukotuwa,Kurunegala,2005,11,10,327.0,0
Flood,Rasnayakapura,Kurunegala,2005,12,9,139.0,0
Flood,Pannala,Kurunegala,2006,8,22,93.0,0
Flood,Pannala,Kurunegala,2006,6,10,156.0,0
Flood,Periyakadu Nelawa,Kurunegala,2006,12,10,139.0,0
Flood,Neketta,Kurunegala,2006,12,6,139.0,0
Flood,Wewalagama,Kurunegala,2006,12,19,139.0,0
Flood,Ibbagamuwa,Kurunegala,2006,12,13,139.0,0
Flood,Dehelgamuwa,Kurunegala,2006,12,27,139.0,0
Flood,Deeyawa,Kurunegala,2006,12,24,139.0,0
Flood,Polgolla,Kurunegala,2006,12,25,139.0,0
Flood,Madigedethilianga,Kurunegala,2006,12,10,139.0,0
Flood,Udawela,Kurunegala,2006,12,19,139.0,0
Flood,Doluwa,Kurunegala,2006,12,3,139.0,0
Flood,Pannala,Kurunegala,2005,11,12,327.0,0
Flood,Pannala,Kurunegala,2005,11,26,327.0,0
Flood,Bamunukotuwa,Kurunegala,2006,8,10,93.0,0
Flood,Kurunegala,Kurunegala,2006,11,10,327.0,0
Flood,Kurunegala,Kurunegala,2006,11,22,327.0,0
Flood,Kurunegala,Kurunegala,2006,11,1,327.0,0
Flood,Panduwasnuwara East,Kurunegala,2006,4,4,262.0,0
Flood,Wariyapola,Kurunegala,2006,11,19,327.0,0
Flood,Wariyapola,Kurunegala,2006,11,17,327.0,0
Flood,Wariyapola,Kurunegala,2006,10,21,359.0,0
Flood,Wariyapola,Kurunegala,2006,11,28,327.0,0
Flood,Wariyapola,Kurunegala,2006,11,3,327.0,0
Flood,Rasnayakapura,Kurunegala,2002,12,15,139.0,1
Flood,Moragane,Kurunegala,2007,11,11,327.0,1
Flood,Pannala,Kurunegala,2005,11,23,327.0,0
Flood,Kurunegala,Kurunegala,2006,11,29,327.0,0
Flood,Kurunegala,Kurunegala,2006,11,25,327.0,0
Flood,Kurunegala,Kurunegala,2006,11,19,327.0,0
Flood,Kurunegala,Kurunegala,2006,11,23,327.0,0
Flood,Kurunegala,Kurunegala,2006,11,22,327.0,0
Flood,Kurunegala,Kurunegala,2006,11,27,327.0,0
Flood,Kurunegala,Kurunegala,2006,11,2,327.0,0
Flood,Kurunegala,Kurunegala,2006,11,9,327.0,0
Flood,Kurunegala,Kurunegala,2006,12,25,139.0,0
Flood,Kurunegala,Kurunegala,2006,11,2,327.0,0
Flood,Ibbagamuwa,Kurunegala,2005,11,6,327.0,0
Flood,Karakole,Kurunegala,2007,3,3,138.0,0
Flood,Nabadewa,Kurunegala,2007,12,16,139.0,0
Flood,Udihitimulla,Kurunegala,2005,11,22,327.0,1
Flood,Moragolla,Kurunegala,2006,11,19,327.0,1
Flood,Dehennegama,Kurunegala,2006,11,19,327.0,1
Flood,Meewellewa,Kurunegala,2005,11,24,327.0,1
Flood,Ketawalegedara,Kurunegala,2008,10,28,359.0,1
Flood,Ketawalegedara,Kurunegala,2006,12,10,139.0,1
Flood,Ketawalegedara,Kurunegala,2005,12,21,139.0,1
Flood,Galgamuwa,Kurunegala,2007,12,27,139.0,0
Flood,Mahawa,Kurunegala,2008,4,5,262.0,0
Flood,Wariyapola,Kurunegala,2008,12,30,139.0,0
Flood,Maspotha,Kurunegala,2009,11,29,327.0,0
Flood,Maspotha,Kurunegala,2009,11,19,327.0,0
Flood,Polpithigama,Kurunegala,2008,4,21,262.0,0
Flood,Ganewatta,Kurunegala,2008,10,24,359.0,0
Flood,Mawathagama,Kurunegala,2009,9,8,159.0,0
Flood,Mawathagama,Kurunegala,2009,9,30,159.0,0
Flood,Mawathagama,Kurunegala,2008,11,20,327.0,0
Flood,Konduruwapola,Kurunegala,2005,11,22,327.0,1
Flood,Mawathagama,Kurunegala,2008,10,21,359.0,0
Flood,Udubaddawa,Kurunegala,2010,5,12,142.5,0
Flood,Galgamuwa,Kurunegala,2008,4,17,262.0,0
Flood,Kuliyapitiya East,Kurunegala,2008,10,12,359.0,0
Flood,Kuliyapitiya East,Kurunegala,2008,10,19,359.0,0
Flood,Kanuketiya,Kurunegala,2008,10,12,359.0,1
Flood,Nammuwawa,Kurunegala,2008,10,22,359.0,1
Flood,Nammuwawa,Kurunegala,2007,11,28,327.0,1
Flood,Kadigawa Track,Kurunegala,2006,12,10,139.0,1
Flood,Labbala,Kurunegala,2009,12,15,139.0,1
Flood,Narammala,Kurunegala,2009,10,7,359.0,0
Flood,Katiyawa,Kurunegala,2006,12,28,139.0,1
Flood,Udahena,Kurunegala,2006,12,28,139.0,1
Flood,Weerambugedara,Kurunegala,2009,11,6,327.0,0
Flood,Weerambugedara,Kurunegala,2009,3,18,138.0,0
Flood,Weerambugedara,Kurunegala,2009,3,6,138.0,0
Flood,Bingiriya,Kurunegala,2009,7,13,114.0,0
Flood,Kobeigane,Kurunegala,2008,11,16,327.0,0
Flood,Narammala,Kurunegala,2014,12,1,584.1,0
Flood,Galgamuwa,Kurunegala,2008,11,26,327.0,0
Flood,Pannala,Kurunegala,2010,5,9,142.5,0
Flood,Mallawapitiya,Kurunegala,2008,8,25,93.0,0
Flood,Mallawapitiya,Kurunegala,2009,3,23,138.0,0
Flood,Mallawapitiya,Kurunegala,2009,4,15,262.0,0
Flood,Polgahawela,Kurunegala,2008,12,13,139.0,0
Flood,Polgahawela,Kurunegala,2008,4,25,262.0,0
Flood,Kadigawa,Kurunegala,2007,12,24,139.0,1
Flood,Kumbukwewa,Kurunegala,2006,11,18,327.0,1
Flood,Alawwa South,Kurunegala,2006,4,11,262.0,1
Flood,Kivulegama,Kurunegala,2006,11,18,327.0,1
Flood,Panduwasnuwara East,Kurunegala,2015,11,25,422.0,0
Flood,Giribawa,Kurunegala,2015,11,23,422.0,0
Flood,Ambanpola,Kurunegala,2015,11,30,422.0,0
Flood,Jayabima,Kurunegala,2006,10,24,359.0,1
Flood,Polgahawela,Kurunegala,2008,4,2,262.0,0
Flood,Ibbagamuwa,Kurunegala,2009,12,14,139.0,0
Flood,Ibbagamuwa,Kurunegala,2009,11,18,327.0,0
Flood,Ibbagamuwa,Kurunegala,2008,5,12,194.0,0
Flood,Ibbagamuwa,Kurunegala,2008,4,2,262.0,0
Flood,Ibbagamuwa,Kurunegala,2008,12,12,139.0,0
Flood,Rideegama,Kurunegala,2006,12,29,139.0,0
Flood,Polgahawela,Kurunegala,2009,7,30,114.0,0
Flood,Kuliyapitiya East,Kurunegala,2005,11,2,327.0,0
Flood,Kotavehera,Kurunegala,2005,11,19,327.0,0
Flood,Kotavehera,Kurunegala,2006,11,17,327.0,0
Flood,Mallawapitiya,Kurunegala,2009,3,20,138.0,0
Flood,Mallawapitiya,Kurunegala,2008,4,21,262.0,0
Flood,Mallawapitiya,Kurunegala,2008,2,22,92.0,0
Flood,Mallawapitiya,Kurunegala,2008,10,25,359.0,0
Flood,Mallawapitiya,Kurunegala,2008,10,17,359.0,0
Flood,Aragoda,Kurunegala,2006,11,18,327.0,1
Flood,Alawwa,Kurunegala,2006,10,24,359.0,1
Flood,Marandagolla,Kurunegala,2006,12,11,139.0,1
Flood,Kuliyapitiya West,Kurunegala,2007,11,6,327.0,0
Flood,Kottapitiya,Kurunegala,2006,12,11,139.0,1
Flood,Moragane,Kurunegala,2005,11,21,327.0,1
Flood,Moragane,Kurunegala,2006,10,27,359.0,1
Flood,Polgahawela,Kurunegala,2009,4,25,262.0,0
Flood,Nikaweratiya,Kurunegala,2009,8,28,93.0,0
Flood,Kuliyapitiya West,Kurunegala,2005,12,11,139.0,0
Flood,Kuliyapitiya West,Kurunegala,2006,10,30,359.0,0
Flood,Kuliyapitiya West,Kurunegala,2008,10,14,359.0,0
Flood,Kotavehera,Kurunegala,2005,11,7,327.0,0
Flood,Rideegama,Kurunegala,2008,12,6,139.0,0
Flood,Udubaddawa,Kurunegala,2008,12,2,139.0,0
Flood,Udubaddawa,Kurunegala,2008,11,21,327.0,0
Flood,Udubaddawa,Kurunegala,2009,9,17,159.0,0
Flood,Rathnadivulwewa,Kurunegala,2007,11,11,327.0,1
Flood,Vikadenigama,Kurunegala,2007,11,11,327.0,1
Flood,Nindawela,Kurunegala,2006,4,26,262.0,1
Flood,Habarawa,Kurunegala,2006,6,11,156.0,1
Flood,Mellapotta,Kurunegala,2006,7,10,114.0,1
Flood,Medagama,Kurunegala,2006,6,11,156.0,1
Flood,Henamulla,Kurunegala,2006,11,13,327.0,1
Flood,Mahakandegama,Kurunegala,2006,11,16,327.0,1
Flood,Rathagalla,Kurunegala,2006,11,14,327.0,1
Flood,Madithiyawala,Kurunegala,2006,11,14,327.0,1
Flood,Heraliyawa,Kurunegala,2006,11,16,327.0,1
Flood,Wehera East,Kurunegala,2006,8,11,93.0,1
Flood,Wellawa,Kurunegala,2006,11,13,327.0,1
Flood,Ihala Wettewa,Kurunegala,2006,4,11,262.0,1
Flood,Yatigaloluwa,Kurunegala,2006,3,11,138.0,1
Flood,Wilbawa,Kurunegala,2006,2,17,92.0,1
Flood,Kotavehera,Kurunegala,2006,11,13,327.0,0
Flood,Galapitadigana,Kurunegala,2007,11,11,327.0,1
Flood,Nithalawa,Kurunegala,2007,11,11,327.0,1
Flood,Ethinimale,Kurunegala,2007,11,11,327.0,1
Flood,Jayalanda,Kurunegala,2007,11,11,327.0,1
Flood,Nabadewa,Kurunegala,2009,12,10,139.0,0
Flood,Ibbagamuwa,Kurunegala,2006,1,20,62.0,0
Flood,Ibbagamuwa,Kurunegala,2006,1,25,62.0,0
Flood,Pahala Galapitiyagama,Kurunegala,2009,12,14,139.0,0
Flood,Kurunegala,Kurunegala,2006,2,22,92.0,0
Flood,Kurunegala,Kurunegala,2005,12,11,139.0,0
Flood,Ehetuwewa,Kurunegala,2014,12,15,584.1,0
Flood,Kurunegala,Kurunegala,2005,12,10,139.0,0
Flood,Nikaweratiya,Kurunegala,2006,11,29,327.0,0
Flood,Kurunegala,Kurunegala,2005,11,8,327.0,0
Flood,Kurunegala,Kurunegala,2005,12,11,139.0,0
Flood,Kurunegala,Kurunegala,2005,11,6,327.0,0
Flood,Karagahagedara,Kurunegala,2005,11,21,327.0,1
Flood,Madagalla,Kurunegala,2007,11,11,327.0,1
Flood,Aluthherathgama,Kurunegala,2007,11,11,327.0,1
Flood,Koshena,Kurunegala,2010,4,22,332.2,1
Flood,Koshena,Kurunegala,2009,3,28,138.0,1
Flood,Meegalewa,Kurunegala,2007,11,11,327.0,1
Flood,Kurunegala,Kurunegala,2005,11,21,327.0,0
Flood,Makandura Pahala,Kurunegala,2010,5,22,142.5,0
Flood,Rasnayakapura,Kurunegala,2009,8,24,93.0,0
Flood,Gorokgahapotta,Kurunegala,2005,1,2,62.0,1
Flood,Habarawa,Kurunegala,2010,4,29,332.2,1
Flood,Alawwa,Kurunegala,2009,5,13,194.0,0
Flood,Walpaluwa,Kurunegala,2005,11,23,327.0,1
Flood,Rideegama,Kurunegala,2014,12,4,584.1,0
Flood,Ganewatta,Kurunegala,2015,11,19,422.0,0
Flood,Panduwasnuwara East,Kurunegala,2015,11,9,422.0,0
Flood,Kosdeniya,Kurunegala,2005,11,21,327.0,1
Flood,Hunugallewa,Kurunegala,2006,11,18,327.0,1
Flood,Maspotha,Kurunegala,2014,12,12,584.1,0
Flood,Kurunegala,Kurunegala,2014,12,1,584.1,0
Flood,Alawwa,Kurunegala,2008,10,13,359.0,0
Flood,Ibbagamuwa,Kurunegala,2014,12,17,584.1,0
Flood,Weerambugedara,Kurunegala,2014,12,29,584.1,0
Flood,Maha Embogama,Kurunegala,2006,11,14,327.0,1
Flood,Serasumgala,Kurunegala,2006,5,11,194.0,1
Flood,Divullewa,Kurunegala,2007,11,11,327.0,1
Flood,Polgahawela,Kurunegala,2014,12,5,584.1,0
Flood,Alawwa,Kurunegala,2009,8,18,93.0,0
Flood,Alawwa,Kurunegala,2009,9,16,159.0,0
Flood,Alawwa,Kurunegala,2009,11,25,327.0,0
Flood,Pannala,Kurunegala,2008,3,25,138.0,0
Flood,Pahala Hadirawalana,Kurunegala,2006,10,27,359.0,1
Flood,Galagedara,Kurunegala,2010,4,28,332.2,1
Flood,Kurundupotha,Kurunegala,2008,3,5,138.0,1
Flood,Nabirittankadawara,Kurunegala,2005,11,13,327.0,1
Flood,Nikapitiya,Kurunegala,2009,1,10,62.0,1
Flood,Kahagolla,Kurunegala,2010,4,20,332.2,1
Flood,Pannala,Kurunegala,2009,11,30,327.0,0
Flood,Pannala,Kurunegala,2008,11,21,327.0,0
Flood,Rathmalgoda,Kurunegala,2005,1,2,62.0,1
Flood,Ambakadawara,Kurunegala,2010,4,29,332.2,1
Flood,Panduwasnuwara East,Kurunegala,2014,12,30,584.1,0
Flood,Bingiriya,Kurunegala,2014,12,13,584.1,0
Flood,Mawathagama,Kurunegala,2014,12,26,584.1,0
Flood,Mallawapitiya,Kurunegala,2014,12,12,584.1,0
Flood,Bamunukotuwa,Kurunegala,2014,12,19,584.1,0
Flood,Pannala,Kurunegala,2014,12,9,584.1,0
Flood,Pannala,Kurunegala,2008,10,4,359.0,0
Flood,Pannala,Kurunegala,2008,10,16,359.0,0
Flood,Udubaddawa,Kurunegala,2014,12,15,584.1,0
Flood,Panduwasnuwara East,Kurunegala,2015,10,15,282.5,0
Flood,Bamunukotuwa,Kurunegala,2005,11,26,327.0,1
Flood,Bamunukotuwa,Kurunegala,2018,5,20,652.5,1
Flood,Kobeigane,Kurunegala,2004,12,14,139.0,1
Flood,Bamunukotuwa,Kurunegala,2019,12,20,156.1,1
Flood,Giribawa,Kurunegala,2006,11,18,327.0,1
Flood,Nikaweratiya,Kurunegala,2019,12,21,156.1,1
Flood,Kobeigane,Kurunegala,2019,12,21,156.1,1
Flood,Wariyapola,Kurunegala,2019,12,21,156.1,1
Flood,Giribawa,Kurunegala,2019,12,21,156.1,1
Flood,Rasnayakapura,Kurunegala,2019,12,21,156.1,1
Flood,Ganewatta,Kurunegala,2019,12,21,156.1,1
Flood,Ambanpola,Kurunegala,2019,12,20,156.1,1
Flood,Bingiriya,Kurunegala,2019,12,20,156.1,1
Flood,Mahawa,Kurunegala,2019,12,20,156.1,1
Flood,Polpithigama,Kurunegala,2019,12,20,156.1,1
Flood,Ehetuwewa,Kurunegala,2019,12,20,156.1,1
Flood,Galgamuwa,Kurunegala,2019,12,20,156.1,1
Flood,Maspotha,Kurunegala,2014,11,2,204.1,1
Flood,Kobeigane,Kurunegala,2006,11,18,327.0,1
Flood,Bamunukotuwa,Kurunegala,2019,11,30,322.1,1
Flood,Kobeigane,Kurunegala,2006,11,16,327.0,1
Flood,Kobeigane,Kurunegala,2006,11,15,327.0,1
Flood,Kobeigane,Kurunegala,2006,10,29,359.0,1
Flood,Kobeigane,Kurunegala,2006,10,25,359.0,1
Flood,Udubaddawa,Kurunegala,2019,10,25,479.8,1
Flood,Kobeigane,Kurunegala,2006,10,22,359.0,1
Flood,Kobeigane,Kurunegala,2006,11,8,327.0,1
Flood,Kobeigane,Kurunegala,2006,10,28,359.0,1
Flood,Kobeigane,Kurunegala,2006,11,13,327.0,1
Flood,Kobeigane,Kurunegala,2005,11,23,327.0,1
Flood,Kobeigane,Kurunegala,2006,11,25,327.0,1
Flood,Kobeigane,Kurunegala,2006,11,10,327.0,1
Flood,Ehetuwewa,Kurunegala,2005,11,24,327.0,1
Flood,Mawathagama,Kurunegala,2005,10,10,359.0,1
Flood,Mawathagama,Kurunegala,2005,12,15,139.0,1
Flood,Mallawapitiya,Kurunegala,2006,11,6,327.0,1
Flood,Mallawapitiya,Kurunegala,2006,10,31,359.0,1
Flood,Mallawapitiya,Kurunegala,2006,10,22,359.0,1
Flood,Mawathagama,Kurunegala,2006,1,11,62.0,1
Flood,Mawathagama,Kurunegala,2005,11,23,327.0,1
Flood,Mawathagama,Kurunegala,2005,12,23,139.0,1
Flood,Ganewatta,Kurunegala,2006,1,13,62.0,1
Flood,Mawathagama,Kurunegala,2006,11,4,327.0,1
Flood,Mawathagama,Kurunegala,2006,11,3,327.0,1
Flood,Polpithigama,Kurunegala,2005,11,24,327.0,1
Flood,Polpithigama,Kurunegala,2005,11,26,327.0,1
Flood,Kobeigane,Kurunegala,2006,10,30,359.0,1
Flood,Polpithigama,Kurunegala,2005,11,21,327.0,1
Flood,Ganewatta,Kurunegala,2006,11,18,327.0,1
Flood,Ganewatta,Kurunegala,2005,12,21,139.0,1
Flood,Wariyapola,Kurunegala,2006,10,19,359.0,1
Flood,Wariyapola,Kurunegala,2006,1,29,62.0,1
Flood,Wariyapola,Kurunegala,2005,11,23,327.0,1
Flood,Katupotha,Kurunegala,2005,11,21,327.0,1
Flood,Maspotha,Kurunegala,2006,11,2,327.0,1
Flood,Polpithigama,Kurunegala,2006,11,17,327.0,1
Flood,Ehetuwewa,Kurunegala,2006,11,18,327.0,1
Flood,Giribawa,Kurunegala,2006,11,5,327.0,1
Flood,Ehetuwewa,Kurunegala,2006,10,22,359.0,1
Flood,Ehetuwewa,Kurunegala,2006,11,14,327.0,1
Flood,Ehetuwewa,Kurunegala,2005,11,19,327.0,1
Flood,Ganewatta,Kurunegala,2006,11,8,327.0,1
