Disaster,Location,District,Year,Month,Day,Rainfall(mm),Landslide
Landslide,Okewela,Hambantota,2002,5,8,114.0,1
Landslide,Idamegama(GN),Badulla,2002,4,29,169.0,1
Landslide,Beragala(GN),Badulla,2002,9,11,130.0,1
Landslide,Puwakgahawela(GN),Ratnapura,2002,5,10,473.2,1
Landslide,Koslanda(GN),Badulla,2002,6,5,54.0,1
Landslide,Weeraketiya,Hambantota,2002,5,18,114.0,1
Landslide,Kothalathepiyawa Kanda,Kurunegala,2002,4,5,262.0,0
Landslide,Kandy Four Gravets & Gangawata,Kandy,2002,11,10,373.6,0
Landslide,Opanayaka,Ratnapura,2002,11,19,547.8,0
Landslide,Walapalagolla North(GN),Kandy,2002,11,26,373.6,1
Landslide,Ella,Badulla,2002,4,23,169.0,1
Landslide,Godakawela,Ratnapura,2002,5,17,473.2,0
Landslide,Soranathota,Badulla,2002,4,29,169.0,1
Landslide,Aniwatta West(GN),Kandy,2002,10,11,469.2,0
Landslide,Padupola(GN),Kandy,2002,5,2,302.6,0
Landslide,Kotagala(GN),Nuwara Eliya,2003,5,18,217.0,0
Landslide,Panapola(GN),Ratnapura,2003,5,31,473.2,1
Landslide,Thibbatugoda South(GN),Nuwara Eliya,2003,3,2,120.0,0
Landslide,Imbulpe,Ratnapura,2003,4,13,517.6,1
Landslide,kahawatta(GN),Ratnapura,2003,5,19,473.2,0
Landslide,PallegamaSouth(GN),Matara,2003,5,17,237.0,0
Landslide,Wegapitiya (GN),Ratnapura,2003,5,31,473.2,0
Landslide,Brookside(GN),Nuwara Eliya,2003,1,29,130.0,0
Landslide,Imbulpe,Ratnapura,2003,5,16,473.2,1
Landslide,Imbulpe,Ratnapura,2003,5,20,473.2,1
Landslide,Kiriweldola(GN),Matara,2003,5,17,237.0,0
Landslide,Polwathugoda(GN),Ratnapura,2003,5,17,473.2,0
Landslide,Imbulpe,Ratnapura,2003,5,30,473.2,1
Landslide,Deniyaya(GN),Matara,2003,5,17,237.0,0
Landslide,Hapugoda(GN),Ratnapura,2003,5,31,473.2,1
Landslide,Hakmana,Matara,2003,5,17,237.0,1
Landslide,Wirahawatta(GN),Badulla,2003,12,30,223.0,1
Landslide,Ulugala(GN),Badulla,2003,9,11,130.0,1
Landslide,Kandilpana(GN),Matara,2003,5,17,237.0,0
Landslide,Radawela(GN),Matara,2003,5,31,237.0,0
Landslide,Kathlana(GN),Ratnapura,2003,5,31,473.2,1
Landslide,Adaradeniya(GN),Matara,2003,5,17,237.0,0
Landslide,Gurudola(GN),Kaluthara,2003,9,30,111.8,0
Landslide,Ilumbakanda(GN),Ratnapura,2003,5,31,473.2,1
Landslide,Batakada(GN),Ratnapura,2003,5,17,473.2,0
Landslide,Imbulpe,Ratnapura,2003,5,23,473.2,1
Landslide,Kahawatta(GN),Ratnapura,2003,5,19,473.2,0
Landslide,Ranwala(GN),Ratnapura,2003,5,19,473.2,0
Landslide,On Rakwana -Pothupitiya Road,Ratnapura,2003,5,17,473.2,0
Landslide,Maddethalawa(GN),Ratnapura,2003,5,20,473.2,0
Landslide,Kudaoya(GN),Nuwara Eliya,2003,5,18,217.0,0
Landslide,Gurudola(GN),Kaluthara,2003,6,5,106.7,0
Landslide,Kudumiriya(GN),Ratnapura,2003,5,31,473.2,1
Landslide,Mahakumbura Ella,Badulla,2003,2,5,94.0,1
Landslide,Welimada,Badulla,2003,12,1,223.0,0
Landslide,Welimada,Badulla,2003,5,2,141.0,0
Landslide,Welimada,Badulla,2003,12,18,223.0,0
Landslide,Kalawana,Ratnapura,2003,5,31,473.2,1
Landslide,Nivithigala,Ratnapura,2003,5,19,473.2,1
Landslide,Siyambalanduwa,Monaragala,2003,1,10,137.0,1
Landslide,Welimada,Badulla,2003,1,11,139.0,0
Landslide,Uva Paranagama,Badulla,2003,11,9,279.0,0
Landslide,silmiyapura(GN),Badulla,2003,2,6,94.0,1
Landslide,Passara,Badulla,2003,3,13,88.0,1
Landslide,Weligepola,Ratnapura,2003,4,20,517.6,1
Landslide,Kiriella,Ratnapura,2003,5,18,473.2,1
Landslide,Bateyaya(GN),Matara,2003,5,17,237.0,0
Landslide,Pallegama North(GN),Matara,2003,5,17,237.0,0
Landslide,Pelempitiya(GN),Kegalle,2003,4,27,197.0,1
Landslide,welimada town(GN),Badulla,2003,12,18,223.0,1
Landslide,Siyambalanduwa,Monaragala,2003,1,27,137.0,1
Landslide,Galedanda(GN),Badulla,2003,5,15,141.0,1
Landslide,Ambewela(GN),Badulla,2003,11,18,279.0,1
Landslide,Hulankapolla(GN),Badulla,2003,1,12,139.0,1
Landslide,Nivithigala,Ratnapura,2003,5,17,473.2,1
Landslide,Mudunpitawatta,Badulla,2003,11,1,279.0,1
Landslide,Kalugalhena(GN),Matara,2003,5,17,237.0,0
Landslide,Keeriwalagama(GN),Matara,2003,5,17,237.0,0
Landslide,Siyambalanduwa,Monaragala,2003,2,11,93.0,1
Landslide,Thenipita(GN),Matara,2003,5,17,237.0,0
Landslide,Welimada,Badulla,2003,6,2,54.0,0
Landslide,Bulathkohupitiya,Kegalle,2003,4,27,197.0,0
Landslide,Ihala Hakamuwa(GN),Ratnapura,2003,5,17,473.2,0
Landslide,Dolekanda(GN),Ratnapura,2003,5,31,473.2,1
Landslide,Welimada,Badulla,2003,5,15,141.0,0
Landslide,Akulahena,Galle,2003,3,7,78.0,0
Landslide,Ilukkumbura(GN),Ratnapura,2003,7,12,291.0,0
Landslide,Rakwana(GN),Ratnapura,2003,5,17,473.2,0
Landslide,Yakkalamulla,Galle,2003,10,4,279.0,1
Landslide,Rawanakanda(GN),Ratnapura,2003,5,16,473.2,0
Landslide,Imbulpe,Ratnapura,2003,7,12,291.0,1
Landslide,Weligepola,Ratnapura,2003,5,19,473.2,1
Landslide,Weligepola,Ratnapura,2003,12,7,348.0,1
Landslide,Elapatha,Ratnapura,2003,5,17,473.2,0
Landslide,Elapatha,Ratnapura,2003,5,19,473.2,0
Landslide,Viharagala(GN),Badulla,2003,3,5,88.0,1
Landslide,Kolonna,Ratnapura,2003,5,17,473.2,1
Landslide,Imbulpe,Ratnapura,2003,4,13,517.6,0
Landslide,Imbulpe,Ratnapura,2003,5,16,473.2,0
Landslide,Balangoda,Ratnapura,2003,5,17,473.2,1
Landslide,Imbulpe,Ratnapura,2003,5,31,473.2,1
Landslide,Kalawana,Ratnapura,2003,5,31,473.2,0
Landslide,Elahera,Polannaruwa,2003,6,13,34.6,0
Landslide,Ukuwela,Matale,2003,6,11,111.0,0
Landslide,Godakawela,Ratnapura,2003,5,17,473.2,1
Landslide,Haldummulla,Badulla,2003,5,3,141.0,1
Landslide,Palindanuwara,Kaluthara,2003,5,15,157.5,1
Landslide,Mathugama,Kaluthara,2003,9,30,111.8,1
Landslide,Kotapola,Matara,2003,5,17,237.0,1
Landslide,Ukuwela,Matale,2003,11,3,306.0,1
Landslide,Imbulpe,Ratnapura,2003,5,20,473.2,0
Landslide,Ayagama,Ratnapura,2003,5,17,473.2,1
Landslide,Ratnapura,Ratnapura,2003,5,20,473.2,1
Landslide,Pelmadulla,Ratnapura,2003,5,17,473.2,1
Landslide,Weeraketiya,Hambantota,2003,5,17,114.0,1
Landslide,Mathugama,Kaluthara,2003,5,6,157.5,1
Landslide,Weeraketiya,Hambantota,2003,5,16,114.0,1
Landslide,Wehigala(GN),Matale,2003,3,11,91.0,1
Landslide,Welimada,Badulla,2003,6,2,54.0,1
Landslide,Bulathkohupitiya,Kegalle,2003,4,27,197.0,1
Landslide,Welimada,Badulla,2003,5,15,141.0,1
Landslide,Nivithigala,Ratnapura,2003,5,18,473.2,1
Landslide,Welimada,Badulla,2003,1,11,139.0,1
Landslide,Welimada,Badulla,2003,12,1,223.0,1
Landslide,Welimada,Badulla,2003,11,18,279.0,1
Landslide,Welimada,Badulla,2003,5,2,141.0,1
Landslide,Welimada,Badulla,2003,12,18,223.0,1
Landslide,Uva Paranagama,Badulla,2003,11,9,279.0,1
Landslide,Walapane,Nuwara Eliya,2003,1,29,130.0,0
Landslide,Walapane,Nuwara Eliya,2003,1,22,130.0,0
Landslide,Walapane,Nuwara Eliya,2003,2,3,108.0,0
Landslide,Nuwara Eliya,Nuwara Eliya,2003,5,18,217.0,0
Landslide,Yakkalamulla,Galle,2003,7,3,226.0,1
Landslide,Hangaranwala(GN),Galle,2003,9,30,246.0,1
Landslide,Mirahawatta(GN),Badulla,2003,12,30,223.0,1
Landslide,Weligepola,Ratnapura,2003,4,20,517.6,0
Landslide,Siyambalanduwa,Monaragala,2003,1,10,137.0,0
Landslide,Nagoda,Galle,2003,9,30,246.0,1
Landslide,Welimada,Badulla,2003,12,30,223.0,1
Landslide,Elahera,Polannaruwa,2003,6,12,34.6,1
Landslide,Katudeniya (GN),Matale,2003,11,6,306.0,1
Landslide,Damanayaya (GN),Polannaruwa,2003,6,13,34.6,1
Landslide,Katukeliyawa (GN),Polannaruwa,2003,12,6,211.9,1
Landslide,Diyabeduma (GN),Polannaruwa,2003,12,6,211.9,1
Landslide,Welimada,Badulla,2003,12,30,223.0,0
Landslide,Nagoda,Galle,2003,9,30,246.0,0
Landslide,Ratnapura,Ratnapura,2003,5,18,473.2,1
Landslide,Ukuwela,Matale,2003,11,3,306.0,0
Landslide,Haldummulla,Badulla,2003,5,3,141.0,0
Landslide,Dolekanda(GN),Ratnapura,2003,5,31,473.2,0
Landslide,Kotagoda(GN),Monaragala,2003,11,2,334.0,1
Landslide,Govindupura(GN),Monaragala,2003,1,27,137.0,1
Landslide,Guruhela(GN),Monaragala,2003,10,1,306.0,1
Landslide,Uda Ranwala(GN),Ratnapura,2003,4,20,517.6,1
Landslide,Sirikanduyaya(GN),Polannaruwa,2003,12,6,211.9,1
Landslide,Atharagallewa(GN),Polannaruwa,2003,12,6,211.9,1
Landslide,Hapugoda(GN),Ratnapura,2003,5,31,473.2,0
Landslide,Pandeniya(GN),Ratnapura,2003,5,30,473.2,0
Landslide,Kumburutheniwela(GN),Ratnapura,2003,5,30,473.2,0
Landslide,Gallenakanda(GN),Ratnapura,2003,5,20,473.2,0
Landslide,Mawela(GN),Ratnapura,2003,12,16,348.0,0
Landslide,Mamalgaha(GN),Ratnapura,2003,4,13,517.6,0
Landslide,Nakiyadeniya(GN),Galle,2003,4,10,161.0,0
Landslide,Glasgrowatta,Nuwara Eliya,2003,5,20,217.0,0
Landslide,Udawelmulla (GN),Hambantota,2003,5,17,114.0,1
Landslide,Medakanda (GN),Hambantota,2003,5,17,114.0,1
Landslide,Bengamukanda (GN),Hambantota,2003,5,17,114.0,1
Landslide,Hingurakanda (GN),Hambantota,2003,5,17,114.0,1
Landslide,Karavilakanda (GN),Hambantota,2003,5,17,114.0,1
Landslide,Katuwana,Hambantota,2003,5,17,114.0,1
Landslide,Balangoda,Ratnapura,2003,12,16,348.0,1
Landslide,Galigamuwa,Kegalle,2003,11,21,314.0,1
Landslide,Nuwara Eliya,Nuwara Eliya,2003,6,2,179.0,1
Landslide,Kahawatta,Ratnapura,2003,5,26,473.2,1
Landslide,Ukuwela,Matale,2003,6,11,111.0,1
Landslide,Elahera,Polannaruwa,2003,6,13,34.6,1
Landslide,Ambagamuwakorale,Nuwara Eliya,2003,5,20,217.0,1
Landslide,Haldummulla,Badulla,2003,5,11,141.0,1
Landslide,Kalawana,Ratnapura,2003,6,6,300.3,1
Landslide,Kotagoda(GN),Monaragala,2003,11,2,334.0,0
Landslide,Govindupura(GN),Monaragala,2003,1,27,137.0,0
Landslide,Guruhela(GN),Monaragala,2003,10,1,306.0,0
Landslide,On Rakwana -Pothupitiya Road,Ratnapura,2003,6,6,300.3,0
Landslide,Deiwala(GN),Ratnapura,2003,5,18,473.2,0
Landslide,Mejilwatta,Nuwara Eliya,2003,5,20,217.0,0
Landslide,Agarapathana(GN),Nuwara Eliya,2003,2,6,108.0,0
Landslide,Kalawana,Ratnapura,2003,5,17,473.2,1
Landslide,Walapane,Nuwara Eliya,2003,1,29,130.0,1
Landslide,Ihala Hakamuwa(GN),Ratnapura,2003,5,17,473.2,1
Landslide,Elapatha,Ratnapura,2003,5,17,473.2,1
Landslide,Mulatiyana,Matara,2003,5,31,237.0,1
Landslide,Wehigala(GN),Matale,2003,3,11,91.0,0
Landslide,Nuwara Eliya,Nuwara Eliya,2003,5,17,217.0,1
Landslide,Diyabeduma (GN),Polannaruwa,2003,12,6,211.9,0
Landslide,Katukeliyawa (GN),Polannaruwa,2003,12,6,211.9,0
Landslide,Hangaranwala(GN),Galle,2003,9,30,246.0,0
Landslide,Mirahawatta(GN),Badulla,2003,12,30,223.0,0
Landslide,Walapane,Nuwara Eliya,2003,1,22,130.0,1
Landslide,Mathugama,Kaluthara,2003,9,30,111.8,0
Landslide,Godakawela,Ratnapura,2003,5,17,473.2,0
Landslide,Kahawatta(GN),Ratnapura,2003,5,19,473.2,1
Landslide,Kolonna,Ratnapura,2003,5,17,473.2,0
Landslide,Medakanda (GN),Hambantota,2003,5,17,114.0,0
Landslide,Weligepola,Ratnapura,2003,12,7,348.0,0
Landslide,Weligepola,Ratnapura,2003,5,19,473.2,0
Landslide,Kotapola North(GN),Matara,2003,5,17,237.0,1
Landslide,Elapatha,Ratnapura,2003,5,19,473.2,1
Landslide,Adaradeniya(GN),Matara,2003,5,17,237.0,1
Landslide,Maussagolla(GN),Badulla,2003,3,13,88.0,0
Landslide,Epitawala(GN),Ratnapura,2003,5,18,473.2,0
Landslide,Yakkalamulla,Galle,2003,7,3,226.0,0
Landslide,Pelmadulla,Ratnapura,2003,5,17,473.2,0
Landslide,Mandaduwa(GN),Hambantota,2003,5,17,114.0,0
Landslide,Keppetiyawa(GN),Hambantota,2003,5,17,114.0,0
Landslide,Ratnapura,Ratnapura,2003,5,20,473.2,0
Landslide,Dangalla kanda,Hambantota,2003,5,17,114.0,1
Landslide,Doloswala kanda(GN),Ratnapura,2003,5,18,473.2,1
Landslide,Ulugala(GN),Badulla,2003,9,11,130.0,0
Landslide,Mawgama,Ratnapura,2003,5,18,473.2,1
Landslide,Godahena(GN),Galle,2003,4,10,161.0,0
Landslide,Atharagallewa(GN),Polannaruwa,2003,12,6,211.9,0
Landslide,Bopitiya(GN),Kaluthara,2003,6,5,106.7,0
Landslide,Sandasirigama(GN),Kaluthara,2003,6,5,106.7,0
Landslide,Kattadikanda(GN),Ratnapura,2003,5,31,473.2,0
Landslide,Imbulpe,Ratnapura,2003,7,12,291.0,0
Landslide,Pagalowita(GN),Ratnapura,2003,5,31,473.2,0
Landslide,Maddethalawa(GN),Ratnapura,2003,5,31,473.2,0
Landslide,Thanayam road,Ratnapura,2003,5,18,473.2,0
Landslide,Batakada(GN),Ratnapura,2003,5,17,473.2,1
Landslide,Nishshankapura(GN),Matara,2003,5,17,237.0,1
Landslide,Kandilpana(GN),Matara,2003,5,17,237.0,1
Landslide,Ilukkumbura(GN),Ratnapura,2003,7,12,291.0,1
Landslide,Ranwala(GN),Ratnapura,2003,5,19,473.2,1
Landslide,Wegapitiya (GN),Ratnapura,2003,5,31,473.2,1
Landslide,Maddagama(GN),Ratnapura,2003,12,7,348.0,1
Landslide,Kotagala(GN),Nuwara Eliya,2003,5,18,217.0,1
Landslide,Pelempitiya(GN),Kegalle,2003,4,27,197.0,0
Landslide,Pottakanda(GN),Ratnapura,2003,5,17,473.2,1
Landslide,Thanabela(GN),Ratnapura,2003,5,31,473.2,1
Landslide,Kudaoya(GN),Nuwara Eliya,2003,5,18,217.0,1
Landslide,Ambewela(GN),Badulla,2003,11,18,279.0,0
Landslide,Kiriella(GN),Ratnapura,2003,5,18,473.2,1
Landslide,Muwagankandagama,Ratnapura,2003,5,20,473.2,1
Landslide,Gangodakanda (GN),Ratnapura,2003,5,17,473.2,1
Landslide,Mahakumbura Ella,Badulla,2003,2,5,94.0,0
Landslide,welimada town(GN),Badulla,2003,12,18,223.0,0
Landslide,Polwathugoda(GN),Ratnapura,2003,5,17,473.2,1
Landslide,Mayfield Watta,Nuwara Eliya,2003,5,17,217.0,1
Landslide,Thibbatugoda South(GN),Nuwara Eliya,2003,3,2,120.0,1
Landslide,Wetakegama(Alapalathenna),Nuwara Eliya,2003,1,22,130.0,1
Landslide,Akulahena,Galle,2003,3,7,78.0,1
Landslide,Brookside(GN),Nuwara Eliya,2003,1,29,130.0,1
Landslide,Mediripitiya(GN),Matara,2003,5,17,237.0,1
Landslide,Bateyaya(GN),Matara,2003,5,17,237.0,1
Landslide,Damanayaya (GN),Polannaruwa,2003,6,13,34.6,0
Landslide,Pallegama North(GN),Matara,2003,5,17,237.0,1
Landslide,Thenipita(GN),Matara,2003,5,17,237.0,1
Landslide,Keeriwalagama(GN),Matara,2003,5,17,237.0,1
Landslide,Kalugalhena(GN),Matara,2003,5,17,237.0,1
Landslide,Kiriweldola(GN),Matara,2003,5,17,237.0,1
Landslide,Dangalla kanda,Hambantota,2003,5,17,114.0,0
Landslide,PallegamaSouth(GN),Matara,2003,5,17,237.0,1
Landslide,Deniyaya(GN),Matara,2003,5,17,237.0,1
Landslide,Deniyaya West(GN),Matara,2003,5,17,237.0,1
Landslide,kahawatta(GN),Ratnapura,2003,5,19,473.2,1
Landslide,Gurudola(GN),Kaluthara,2003,6,5,106.7,1
Landslide,Gurudola(GN),Kaluthara,2003,9,30,111.8,1
Landslide,Makeliya Kithukanuwa hena Kanda,Kaluthara,2003,5,15,157.5,1
Landslide,Rakwana(GN),Ratnapura,2003,5,17,473.2,1
Landslide,Kumburugamuwa(GN),Ratnapura,2003,5,17,473.2,1
Landslide,Katudeniya (GN),Matale,2003,11,6,306.0,0
Landslide,On Rakwana -Pothupitiya Road,Ratnapura,2003,5,17,473.2,1
Landslide,Radawela(GN),Matara,2003,5,31,237.0,1
Landslide,Matuwagala(GN),Ratnapura,2003,5,18,473.2,1
Landslide,Maddethalawa(GN),Ratnapura,2003,5,31,473.2,1
Landslide,Halpe(GN),Ratnapura,2003,5,20,473.2,1
Landslide,Mandaduwa(GN),Hambantota,2003,5,17,114.0,1
Landslide,Keppetiyawa(GN),Hambantota,2003,5,17,114.0,1
Landslide,Kapugampotha,Hambantota,2003,5,17,114.0,1
Landslide,Godahena(GN),Galle,2003,4,10,161.0,1
Landslide,Bogahadeniya,Matara,2003,5,17,237.0,1
Landslide,Akulahena,Galle,2003,4,10,161.0,1
Landslide,Bopitiya(GN),Kaluthara,2003,6,5,106.7,1
Landslide,Thanayam road,Ratnapura,2003,5,18,473.2,1
Landslide,Rawanakanda(GN),Ratnapura,2003,5,16,473.2,1
Landslide,Mamalgaha(GN),Ratnapura,2003,4,13,517.6,1
Landslide,Sandasirigama(GN),Kaluthara,2003,6,5,106.7,1
Landslide,Maddethalawa(GN),Ratnapura,2003,5,20,473.2,1
Landslide,Morahela(GN),Ratnapura,2003,5,23,473.2,1
Landslide,Kattadikanda(GN),Ratnapura,2003,5,31,473.2,1
Landslide,Pagalowita(GN),Ratnapura,2003,5,31,473.2,1
Landslide,Kahawatta,Ratnapura,2003,5,26,473.2,0
Landslide,Nuwara Eliya,Nuwara Eliya,2003,6,2,179.0,0
Landslide,Herintanwatta,Nuwara Eliya,2003,5,20,217.0,1
Landslide,Pandeniya(GN),Ratnapura,2003,5,31,473.2,1
Landslide,Palawela(GN),Ratnapura,2003,5,17,473.2,1
Landslide,Mejilwatta,Nuwara Eliya,2003,5,20,217.0,1
Landslide,Galigamuwa,Kegalle,2003,11,21,314.0,0
Landslide,Balangoda,Ratnapura,2003,12,16,348.0,0
Landslide,Epitawala(GN),Ratnapura,2003,5,18,473.2,1
Landslide,Naindoowa,Matara,2003,5,17,237.0,1
Landslide,Glasgrowatta,Nuwara Eliya,2003,5,20,217.0,1
Landslide,Gallenakanda(GN),Ratnapura,2003,5,20,473.2,1
Landslide,Walasmulla(GN),Hambantota,2003,5,16,114.0,1
Landslide,Pagalovita(GN),Ratnapura,2003,5,20,473.2,1
Landslide,Hakmana,Matara,2003,5,17,237.0,0
Landslide,Walapane,Nuwara Eliya,2003,2,3,108.0,1
Landslide,Nuwara Eliya,Nuwara Eliya,2003,5,18,217.0,1
Landslide,Nivithigala,Ratnapura,2003,5,19,473.2,0
Landslide,Kiriella,Ratnapura,2003,5,18,473.2,0
Landslide,Ratnapura,Ratnapura,2003,5,18,473.2,0
Landslide,Mathugama,Kaluthara,2003,5,6,157.5,0
Landslide,Yakkalamulla,Galle,2003,10,4,279.0,0
Landslide,Weeraketiya,Hambantota,2003,5,17,114.0,0
Landslide,On Rakwana -Pothupitiya Road,Ratnapura,2003,6,6,300.3,1
Landslide,Mawgama,Ratnapura,2003,5,18,473.2,0
Landslide,Doloswala kanda(GN),Ratnapura,2003,5,18,473.2,0
Landslide,Kalawana,Ratnapura,2003,6,6,300.3,0
Landslide,Wanniyawatta(GN),Ratnapura,2003,5,17,473.2,1
Landslide,Haldummulla(GN),Badulla,2003,11,5,279.0,1
Landslide,Mawela(GN),Ratnapura,2003,12,16,348.0,1
Landslide,Hungama(GN),Ratnapura,2003,5,18,473.2,1
Landslide,Kumburutheniwela(GN),Ratnapura,2003,5,30,473.2,1
Landslide,Kalaella(GN),Ratnapura,2003,5,26,473.2,1
Landslide,Muttettuvegama(GN),Ratnapura,2003,5,20,473.2,1
Landslide,Viharagala(GN),Badulla,2003,3,5,88.0,0
Landslide,Agarapathana(GN),Nuwara Eliya,2003,2,6,108.0,1
Landslide,Pandeniya(GN),Ratnapura,2003,5,30,473.2,1
Landslide,Erabedda(GN),Ratnapura,2003,5,19,473.2,1
Landslide,Palagala Watta,Kegalle,2003,11,21,314.0,1
Landslide,Maussagolla(GN),Badulla,2003,3,13,88.0,1
Landslide,Kiribathgala(GN),Ratnapura,2003,5,17,473.2,1
Landslide,Nakiyadeniya(GN),Galle,2003,4,10,161.0,1
Landslide,Deiwala(GN),Ratnapura,2003,5,18,473.2,1
